model_name,failure_profile,start_time,end_time,failure_interval,failure_type,solution_method,is_fixable
*.Models.Model.Assembly1,FailureA,31:21:09:02.8638,31:22:08:40.1725,1:00:00.0000,1,2,0
*.Models.Model.Assembly4,FailureA,31:21:52:39.8117,31:22:41:17.7282,25:19.1281,2,5,0
*.Models.Model.Assembly3,FailureA,31:22:20:08.5688,31:22:57:09.2896,1:19:38.6499,1,6,1
*.Models.Model.Assembly1,FailureA,31:22:20:36.7131,31:23:26:50.1041,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,31:23:51:36.3320,32:00:47:26.6761,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,32:00:40:16.2976,32:01:25:19.0985,32:57.6302,1,3,0
*.Models.Model.Assembly1,FailureA,32:00:52:12.4020,32:01:44:38.8975,1:00:00.0000,1,4,0
*.Models.Model.Assembly1,FailureA,32:02:03:06.2594,32:02:29:05.9682,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,32:02:59:40.1941,32:03:27:50.2484,1:14.3519,1,6,1
*.Models.Model.Assembly4,FailureA,32:03:05:33.5963,32:04:02:48.1479,38:39.7694,1,3,0
*.Models.Model.Assembly3,FailureA,32:03:29:04.6004,32:04:39:31.1548,28.1479,2,5,0
*.Models.Model.Assembly1,FailureA,32:03:11:51.4870,32:04:55:15.7529,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,32:04:39:59.3027,32:05:23:03.7678,8:53.1849,2,5,0
*.Models.Model.Assembly3,FailureA,32:05:32:03.3202,32:06:10:36.6690,43:15.9272,2,1,0
*.Models.Model.Assembly3,FailureA,32:06:54:10.8373,32:07:30:26.8745,16:24.3910,2,2,0
*.Models.Model.Assembly4,FailureA,32:06:55:33.3270,32:08:05:30.0339,35:37.0183,1,4,0
*.Models.Model.Assembly3,FailureA,32:07:46:56.1468,32:08:29:05.3012,8:11.9334,1,3,0
*.Models.Model.Assembly1,FailureA,32:07:40:41.7318,32:08:58:35.5844,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,32:08:37:20.4888,32:09:31:40.7232,1:09:50.2940,2,5,0
*.Models.Model.Assembly4,FailureA,32:10:11:32.7788,32:11:07:06.2658,30:50.7003,2,1,0
*.Models.Model.Assembly3,FailureA,32:10:59:33.7867,32:11:55:44.8194,34:01.9453,1,5,0
*.Models.Model.Assembly1,FailureA,32:11:46:45.5538,32:12:27:23.5559,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,32:12:44:54.8389,32:13:28:51.6950,19:17.6507,1,3,0
*.Models.Model.Assembly4,FailureA,32:13:46:02.1158,32:14:27:42.8347,5:57.5668,2,3,0
*.Models.Model.Assembly3,FailureA,32:13:48:17.5073,32:14:52:10.2465,50:27.5198,2,1,0
*.Models.Model.Assembly4,FailureA,32:14:59:46.3466,32:15:37:46.3824,32:15.5508,1,3,0
*.Models.Model.Assembly1,FailureA,32:15:06:20.9286,32:16:32:01.5880,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,32:16:44:47.2890,32:17:09:48.3863,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,32:16:46:06.9135,32:17:26:34.1211,12:58.8976,1,5,0
*.Models.Model.Assembly4,FailureA,32:16:45:11.6199,32:17:51:57.0877,24:39.4761,2,3,0
*.Models.Model.Assembly3,FailureA,32:17:39:36.2730,32:18:13:23.3059,1:28.7523,1,3,0
*.Models.Model.Assembly3,FailureA,32:18:14:53.6854,32:18:39:04.8306,38:17.1583,2,5,0
*.Models.Model.Assembly1,FailureA,32:18:48:21.6651,32:19:05:06.6895,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,32:19:14:49.2430,32:19:46:59.1819,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,32:19:17:42.7836,32:20:30:29.5276,55:18.4875,1,5,0
*.Models.Model.Assembly4,FailureA,32:19:26:54.7305,32:21:14:29.0575,25:36.5781,1,1,0
*.Models.Model.Assembly3,FailureA,32:21:26:24.7002,32:21:53:03.6591,46:20.3557,1,6,1
*.Models.Model.Assembly4,FailureA,32:21:40:22.0424,32:22:35:11.4063,46:33.9350,2,3,0
*.Models.Model.Assembly1,FailureA,32:21:47:37.8912,32:22:53:55.3467,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,32:23:17:44.1969,32:23:42:49.6874,11:32.8027,1,4,0
*.Models.Model.Assembly4,FailureA,32:23:27:39.9298,33:00:01:05.8870,2:46:47.9699,2,4,0
*.Models.Model.Assembly3,FailureA,32:23:54:25.7444,33:00:30:41.6152,3:10.5492,2,4,0
*.Models.Model.Assembly1,FailureA,32:23:38:45.9778,33:01:12:21.0211,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,33:00:33:53.7915,33:01:50:13.0096,46:52.9631,2,2,0
*.Models.Model.Assembly1,FailureA,33:01:18:56.1595,33:02:22:18.3382,1:00:00.0000,2,2,0
*.Models.Model.Assembly1,FailureA,33:02:41:53.3288,33:03:26:53.3009,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,33:03:31:06.6476,33:04:02:50.7141,11:18.7737,2,4,0
*.Models.Model.Assembly3,FailureA,33:04:14:14.6257,33:04:35:25.7028,1:08:33.6674,2,1,0
*.Models.Model.Assembly1,FailureA,33:05:30:26.3851,33:06:14:31.4319,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,33:06:33:58.0330,33:07:34:50.1060,20:06.8175,2,4,0
*.Models.Model.Assembly3,FailureA,33:07:55:03.4320,33:08:39:01.6038,7:20.0954,1,1,0
*.Models.Model.Assembly1,FailureA,33:08:16:24.6174,33:09:08:19.9905,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,33:08:46:23.3264,33:09:46:37.2822,8.1877,2,3,0
*.Models.Model.Assembly3,FailureA,33:09:46:45.4699,33:10:07:49.4120,26:15.7656,1,4,0
*.Models.Model.Assembly3,FailureA,33:10:34:15.5462,33:10:56:07.5490,15:18.0942,1,4,0
*.Models.Model.Assembly3,FailureA,33:11:11:30.5246,33:11:33:08.3109,23:28.8676,2,2,0
*.Models.Model.Assembly3,FailureA,33:11:56:48.9653,33:12:54:42.9779,33:39.1439,1,4,0
*.Models.Model.Assembly1,FailureA,33:12:14:02.0329,33:13:27:45.1312,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,33:13:28:41.0470,33:14:11:37.7553,53:47.6124,1,6,1
*.Models.Model.Assembly1,FailureA,33:13:59:23.2355,33:14:44:51.7149,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,33:14:28:10.8932,33:15:05:02.2221,3:23:09.7316,1,1,0
*.Models.Model.Assembly1,FailureA,33:15:05:04.3856,33:15:35:39.1439,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,33:15:05:43.2659,33:16:12:25.4222,9:18.9537,1,3,0
*.Models.Model.Assembly3,FailureA,33:16:21:49.8441,33:16:56:31.7371,4:45.4151,1,4,0
*.Models.Model.Assembly3,FailureA,33:17:01:18.7793,33:17:19:23.9019,40:50.6868,2,5,0
*.Models.Model.Assembly3,FailureA,33:18:00:34.8173,33:18:46:58.2422,1:13:37.3865,2,2,0
*.Models.Model.Assembly1,FailureA,33:19:27:02.1823,33:20:21:18.4324,1:00:00.0000,2,2,0
*.Models.Model.Assembly1,FailureA,33:20:33:55.6921,33:21:29:44.5212,1:00:00.0000,1,5,0
*.Models.Model.Assembly1,FailureA,33:22:02:16.2925,33:22:18:12.9613,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,33:22:26:22.9139,33:22:58:05.2534,58:42.1800,1,2,0
*.Models.Model.Assembly1,FailureA,33:22:44:24.7599,33:23:24:33.6708,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,33:23:57:44.6138,34:00:37:05.2521,1:13:04.9076,1,2,0
*.Models.Model.Assembly1,FailureA,34:00:30:59.1660,34:01:04:01.8701,1:00:00.0000,1,4,0
*.Models.Model.Assembly1,FailureA,34:01:41:43.5760,34:02:22:18.9705,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,34:02:16:48.8293,34:02:59:53.5965,35:25.7536,1,3,0
*.Models.Model.Assembly3,FailureA,34:02:45:24.5763,34:03:26:03.6599,4:25.4352,1,4,0
*.Models.Model.Assembly1,FailureA,34:03:16:47.8910,34:03:42:24.8596,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,34:03:30:33.7119,34:04:18:11.2051,1:25:57.2558,2,4,0
*.Models.Model.Assembly1,FailureA,34:03:44:59.2128,34:04:33:39.0165,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,34:04:48:00.2584,34:05:22:03.2395,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,34:04:59:11.1649,34:05:48:07.8552,6:37.0852,1,4,0
*.Models.Model.Assembly4,FailureA,34:05:54:48.1946,34:06:23:55.1771,6:43.6964,1,4,0
*.Models.Model.Assembly3,FailureA,34:06:03:06.7870,34:06:52:32.7419,25:28.6288,2,5,0
*.Models.Model.Assembly4,FailureA,34:06:30:43.7548,34:07:46:42.5417,40:56.8719,1,4,0
*.Models.Model.Assembly3,FailureA,34:08:41:06.6855,34:09:19:03.4950,2.3504,1,1,0
*.Models.Model.Assembly4,FailureA,34:09:03:51.0310,34:09:46:08.3747,20:34.2131,1,2,0
*.Models.Model.Assembly3,FailureA,34:09:19:05.8454,34:10:19:37.0507,1:25.7249,2,3,0
*.Models.Model.Assembly3,FailureA,34:10:21:02.7756,34:10:51:47.6938,39:06.9567,1,4,0
*.Models.Model.Assembly3,FailureA,34:11:31:16.0755,34:11:57:47.1190,1:35:26.9041,2,3,0
*.Models.Model.Assembly4,FailureA,34:11:49:40.1561,34:12:20:03.1637,4:49.3603,1,2,0
*.Models.Model.Assembly4,FailureA,34:12:24:54.1511,34:13:16:01.5872,1:08:44.3672,2,4,0
*.Models.Model.Assembly1,FailureA,34:14:16:34.7767,34:14:35:36.9071,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,34:14:18:39.4954,34:15:14:25.4958,1:01:46.4083,2,5,0
*.Models.Model.Assembly4,FailureA,34:14:25:26.7101,34:15:39:24.3712,14:01.2028,2,4,0
*.Models.Model.Assembly1,FailureA,34:14:44:28.8268,34:15:56:25.2408,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,34:16:41:00.1554,34:17:24:14.3800,1:39:32.8630,1,2,0
*.Models.Model.Assembly4,FailureA,34:16:35:27.3535,34:17:45:50.1190,1:48:26.6690,1,3,0
*.Models.Model.Assembly1,FailureA,34:17:51:56.0468,34:18:16:01.7771,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,34:18:41:50.5264,34:19:04:29.5912,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,34:19:57:26.8384,34:20:54:51.1222,15:45.5257,1,4,0
*.Models.Model.Assembly1,FailureA,34:20:25:26.8960,34:21:31:39.0108,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,34:21:10:41.8316,34:22:00:36.6993,44:08.2474,1,3,0
*.Models.Model.Assembly1,FailureA,34:21:32:03.9356,34:22:18:02.3455,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,34:22:17:39.8918,34:22:52:51.1756,34:14.7459,2,1,0
*.Models.Model.Assembly1,FailureA,34:22:18:30.7091,34:23:17:26.5502,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,34:23:53:32.8328,35:00:49:03.7138,2:16.0526,1,2,0
*.Models.Model.Assembly3,FailureA,35:00:51:21.3935,35:01:41:33.2705,13:29.3650,1,4,0
*.Models.Model.Assembly1,FailureA,35:01:43:19.3301,35:02:10:47.8470,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,35:01:55:05.8898,35:02:45:42.5512,12:20.6440,1,1,0
*.Models.Model.Assembly1,FailureA,35:02:12:45.4036,35:03:14:12.0948,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,35:02:58:08.0766,35:03:38:09.3081,15:09.9597,1,2,0
*.Models.Model.Assembly4,FailureA,35:03:00:58.3242,35:04:02:14.6615,17:15.7610,1,5,0
*.Models.Model.Assembly3,FailureA,35:03:53:27.1181,35:04:45:11.1835,5:04.4293,1,4,0
*.Models.Model.Assembly3,FailureA,35:04:50:17.2400,35:05:15:54.1252,2:14:18.1224,2,2,0
*.Models.Model.Assembly1,FailureA,35:05:36:08.4575,35:05:55:38.8686,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,35:05:47:57.9525,35:06:17:27.6634,3:47.5629,1,3,0
*.Models.Model.Assembly1,FailureA,35:05:56:16.6421,35:07:19:33.1046,1:00:00.0000,1,3,0
*.Models.Model.Assembly4,FailureA,35:06:21:18.6162,35:07:55:10.0560,8:13.4761,1,1,0
*.Models.Model.Assembly1,FailureA,35:07:47:30.8071,35:08:29:27.3111,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,35:08:03:35.9698,35:08:53:19.6501,52:11.2557,1,1,0
*.Models.Model.Assembly3,FailureA,35:09:37:10.3999,35:10:21:19.3265,3:30.4603,2,2,0
*.Models.Model.Assembly1,FailureA,35:09:42:50.6024,35:10:41:49.9442,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,35:10:24:51.4139,35:11:04:56.6811,20:43.7434,2,5,0
*.Models.Model.Assembly4,FailureA,35:09:49:35.7394,35:11:47:47.1822,1:23:17.9594,1,2,0
*.Models.Model.Assembly1,FailureA,35:10:49:20.7756,35:12:31:08.0944,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,35:12:32:01.3538,35:12:56:57.9200,45:32.7309,1,1,0
*.Models.Model.Assembly1,FailureA,35:12:47:54.9088,35:13:18:58.9498,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,35:13:24:56.3933,35:13:55:38.4427,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,35:14:11:33.2804,35:14:38:23.4471,26:06.6969,2,3,0
*.Models.Model.Assembly1,FailureA,35:14:27:00.5153,35:14:57:37.4635,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,35:15:04:43.4321,35:15:41:47.2814,1:43:51.1912,1,6,1
*.Models.Model.Assembly1,FailureA,35:16:24:43.9978,35:17:39:47.0622,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,35:18:31:10.1162,35:19:51:58.8286,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,35:19:15:18.8787,35:20:10:00.9405,44:50.3002,1,3,0
*.Models.Model.Assembly1,FailureA,35:20:21:51.1326,35:20:50:33.6899,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,35:20:55:17.4102,35:21:33:14.3107,10:37.6620,1,1,0
*.Models.Model.Assembly3,FailureA,35:21:15:14.9123,35:21:50:46.1751,48:52.8075,1,6,1
*.Models.Model.Assembly1,FailureA,35:21:15:24.4717,35:22:07:15.8783,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,35:21:43:58.4811,35:22:30:22.8477,46:41.1471,2,3,0
*.Models.Model.Assembly1,FailureA,35:22:12:45.7319,35:22:56:09.0675,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,35:22:57:28.4537,35:23:45:51.7375,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,36:00:23:59.3115,36:00:58:19.9624,14:15.0328,1,1,0
*.Models.Model.Assembly1,FailureA,36:00:39:30.4970,36:01:40:08.9725,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,36:01:12:42.1359,36:02:02:58.4933,1:41.7301,1,1,0
*.Models.Model.Assembly4,FailureA,36:01:16:11.2156,36:02:18:39.1032,3:10.2263,2,2,0
*.Models.Model.Assembly3,FailureA,36:02:04:40.2234,36:02:59:08.6640,36:31.9692,1,1,0
*.Models.Model.Assembly4,FailureA,36:02:25:19.4335,36:03:14:14.8537,2:35.3585,2,1,0
*.Models.Model.Assembly3,FailureA,36:03:35:58.7259,36:04:14:10.9826,46:17.6976,2,5,0
*.Models.Model.Assembly4,FailureA,36:03:52:05.3125,36:04:49:44.8901,31:54.7490,2,2,0
*.Models.Model.Assembly3,FailureA,36:05:00:55.6835,36:06:04:29.6332,44:26.3535,1,5,0
*.Models.Model.Assembly4,FailureA,36:05:47:08.0516,36:06:48:28.2443,7:32.3716,2,1,0
*.Models.Model.Assembly1,FailureA,36:06:44:31.8526,36:07:29:49.2320,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,36:06:56:03.8702,36:07:48:25.9935,28:37.4913,1,1,0
*.Models.Model.Assembly1,FailureA,36:08:01:10.5956,36:08:17:34.8581,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,36:08:02:03.6879,36:08:59:26.7637,1:17:39.7314,1,1,0
*.Models.Model.Assembly4,FailureA,36:08:27:38.2203,36:09:23:04.2959,1:08:40.4986,1,5,0
*.Models.Model.Assembly1,FailureA,36:08:39:12.9905,36:09:42:07.9946,1:00:00.0000,1,4,0
*.Models.Model.Assembly1,FailureA,36:10:48:49.9745,36:11:05:03.6308,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,36:11:14:25.6850,36:11:52:17.3040,18:06.6030,2,2,0
*.Models.Model.Assembly1,FailureA,36:11:19:56.0412,36:12:16:21.9018,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,36:12:30:58.2053,36:13:06:24.7897,1:50:16.1040,1,5,0
*.Models.Model.Assembly1,FailureA,36:12:37:53.9559,36:13:28:23.3896,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,36:13:50:29.1464,36:14:09:57.5655,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,36:14:12:43.9174,36:14:36:51.0576,9:14.0035,1,6,1
*.Models.Model.Assembly1,FailureA,36:14:58:51.9740,36:15:18:49.0432,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,36:15:26:36.4111,36:16:15:23.4391,1:14.8270,1,6,1
*.Models.Model.Assembly4,FailureA,36:14:59:37.4630,36:16:50:44.6475,3:06.3919,1,3,0
*.Models.Model.Assembly3,FailureA,36:16:16:38.2662,36:17:27:47.4782,1:23:36.9950,1,4,0
*.Models.Model.Assembly1,FailureA,36:15:29:18.6302,36:17:51:25.5523,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,36:16:53:54.4292,36:18:18:18.5427,1:06:09.1594,1,5,0
*.Models.Model.Assembly1,FailureA,36:18:18:35.7681,36:18:50:37.8371,1:00:00.0000,1,5,0
*.Models.Model.Assembly1,FailureA,36:19:21:01.0325,36:20:19:55.1113,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,36:20:33:31.4761,36:21:08:03.4689,23:28.1091,1,6,1
*.Models.Model.Assembly4,FailureA,36:22:01:24.5035,36:22:27:12.3747,7:35.3770,1,3,0
*.Models.Model.Assembly3,FailureA,36:22:21:18.2806,36:22:50:31.0335,1:20:40.4062,1,5,0
*.Models.Model.Assembly4,FailureA,36:22:34:51.0060,36:23:17:44.9879,45:11.3789,2,4,0
*.Models.Model.Assembly1,FailureA,36:23:28:59.3784,36:23:56:38.9931,1:00:00.0000,1,3,0
*.Models.Model.Assembly4,FailureA,37:00:03:22.4864,37:00:18:28.4564,31:09.9356,1,6,1
*.Models.Model.Assembly1,FailureA,37:00:10:10.5706,37:00:35:00.1198,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,37:01:15:32.1243,37:01:45:04.5862,3:17:21.7622,1,3,0
*.Models.Model.Assembly3,FailureA,37:01:20:12.6355,37:02:26:16.3848,27:40.8897,1,1,0
*.Models.Model.Assembly1,FailureA,37:01:24:35.5773,37:03:05:54.0720,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,37:03:10:23.0313,37:03:46:49.6903,1:01:43.5675,2,4,0
*.Models.Model.Assembly3,FailureA,37:04:49:03.6538,37:05:18:15.2715,29:20.2802,2,3,0
*.Models.Model.Assembly3,FailureA,37:05:47:46.9416,37:06:11:13.7492,51:57.8002,1,6,1
*.Models.Model.Assembly1,FailureA,37:06:56:28.7222,37:07:24:13.9215,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,37:07:03:31.5729,37:08:09:11.9560,31:28.8942,1,6,1
*.Models.Model.Assembly3,FailureA,37:08:40:56.9258,37:09:29:57.1905,24:39.5068,1,6,1
*.Models.Model.Assembly1,FailureA,37:09:12:00.3040,37:09:50:50.7931,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,37:10:00:05.8043,37:10:22:51.2976,10:27.2789,1,6,1
*.Models.Model.Assembly3,FailureA,37:10:33:20.2036,37:10:50:47.8427,12:36.7248,1,4,0
*.Models.Model.Assembly3,FailureA,37:11:03:35.9381,37:11:38:06.0608,1:13:59.3941,1,6,1
*.Models.Model.Assembly1,FailureA,37:11:09:09.2134,37:12:17:36.6366,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,37:12:45:07.9806,37:13:04:42.1084,45:57.8797,1,5,0
*.Models.Model.Assembly3,FailureA,37:12:54:48.1289,37:13:23:33.5664,32:42.0656,2,5,0
*.Models.Model.Assembly1,FailureA,37:12:54:40.7827,37:13:48:49.5150,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,37:14:12:47.7168,37:14:41:09.8397,24:46.1755,1,6,1
*.Models.Model.Assembly1,FailureA,37:14:19:46.5379,37:15:05:14.8189,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,37:15:24:02.8475,37:15:55:22.1364,8:50.3239,2,4,0
*.Models.Model.Assembly1,FailureA,37:15:26:20.3489,37:16:17:14.1309,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,37:16:04:14.0874,37:16:49:52.0138,2:42.2671,1,5,0
*.Models.Model.Assembly4,FailureA,37:16:06:00.5704,37:17:21:53.7989,32:50.9290,1,6,1
*.Models.Model.Assembly3,FailureA,37:16:52:35.9080,37:17:37:50.6932,6:05.9817,1,4,0
*.Models.Model.Assembly1,FailureA,37:16:28:31.2814,37:18:07:00.5312,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,37:17:43:58.3020,37:18:37:43.1327,4:19.4097,1,3,0
*.Models.Model.Assembly1,FailureA,37:18:34:49.9572,37:19:13:21.7959,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,37:18:42:06.3042,37:19:46:54.1539,22:32.5316,1,6,1
*.Models.Model.Assembly3,FailureA,37:20:09:41.4294,37:21:05:52.4098,14:09.3758,1,6,1
*.Models.Model.Assembly1,FailureA,37:20:04:51.1122,37:21:43:39.3182,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,37:21:20:10.7121,37:22:53:30.1767,1:58.4398,1,3,0
*.Models.Model.Assembly4,FailureA,37:20:43:44.0949,37:23:31:36.8664,52:34.8180,1,6,1
*.Models.Model.Assembly3,FailureA,37:22:55:28.6165,37:23:51:22.0071,10:59.8115,1,6,1
*.Models.Model.Assembly1,FailureA,37:21:44:49.6029,38:00:12:31.8513,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,38:00:22:05.2321,38:00:41:31.8980,11:52.4218,2,2,0
*.Models.Model.Assembly1,FailureA,38:00:31:53.4486,38:01:13:13.3319,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,38:01:07:31.1741,38:01:40:50.0246,45:24.8416,2,3,0
*.Models.Model.Assembly3,FailureA,38:01:20:59.4688,38:02:23:32.9080,25:45.0118,2,2,0
*.Models.Model.Assembly1,FailureA,38:01:38:13.1720,38:02:40:34.1800,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,38:02:51:51.7251,38:03:18:39.4247,7:01.6492,1,4,0
*.Models.Model.Assembly3,FailureA,38:03:25:45.9552,38:04:07:13.1652,17:12.6529,2,3,0
*.Models.Model.Assembly4,FailureA,38:04:01:16.7967,38:04:41:28.5815,14.6747,2,2,0
*.Models.Model.Assembly3,FailureA,38:04:24:30.6995,38:05:16:32.6921,14:18.0321,1,6,1
*.Models.Model.Assembly4,FailureA,38:04:41:43.2562,38:05:49:16.6912,46:20.1714,2,2,0
*.Models.Model.Assembly3,FailureA,38:05:30:55.6056,38:06:05:37.7569,11:29.1933,1,3,0
*.Models.Model.Assembly3,FailureA,38:06:17:11.8315,38:06:50:23.4303,14:03.9079,1,5,0
*.Models.Model.Assembly3,FailureA,38:07:04:30.5924,38:07:20:54.6562,23:18.3643,1,1,0
*.Models.Model.Assembly3,FailureA,38:07:44:21.1560,38:08:08:54.8887,21:41.6550,1,6,1
*.Models.Model.Assembly1,FailureA,38:07:48:46.6251,38:08:47:15.7300,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,38:09:03:47.6457,38:09:34:03.3512,17:13.2926,1,4,0
*.Models.Model.Assembly4,FailureA,38:07:54:46.1146,38:09:54:44.1956,45:19.5363,2,5,0
*.Models.Model.Assembly1,FailureA,38:09:00:00.7750,38:10:33:50.8214,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,38:10:50:23.8330,38:11:15:51.0173,43:17.0151,1,6,1
*.Models.Model.Assembly3,FailureA,38:10:56:14.3280,38:11:46:05.3737,6:51.9705,2,5,0
*.Models.Model.Assembly3,FailureA,38:11:53:04.6480,38:12:36:58.6090,25:19.8021,2,4,0
*.Models.Model.Assembly3,FailureA,38:13:02:34.8748,38:13:23:12.5811,18:36.2000,2,2,0
*.Models.Model.Assembly1,FailureA,38:13:09:07.9839,38:13:55:45.5334,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,38:13:41:57.6988,38:14:25:22.2190,6:46.0254,1,3,0
*.Models.Model.Assembly3,FailureA,38:14:32:11.9557,38:15:02:47.4413,30:10.8863,1,4,0
*.Models.Model.Assembly3,FailureA,38:15:33:08.0903,38:16:11:50.9551,3:07.0812,2,4,0
*.Models.Model.Assembly1,FailureA,38:15:36:44.5469,38:16:47:26.5835,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,38:16:14:59.6634,38:17:11:09.3094,16:14.2128,2,1,0
*.Models.Model.Assembly1,FailureA,38:17:03:42.5248,38:17:48:36.4200,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,38:17:27:31.6990,38:18:15:05.2657,27:21.6113,1,3,0
*.Models.Model.Assembly4,FailureA,38:17:37:53.2899,38:18:46:37.3652,22:08.2998,1,3,0
*.Models.Model.Assembly3,FailureA,38:18:42:40.6636,38:19:08:34.2083,5:45.7531,1,5,0
*.Models.Model.Assembly3,FailureA,38:19:14:25.7339,38:19:44:48.2514,1:17:38.7195,2,5,0
*.Models.Model.Assembly4,FailureA,38:20:09:21.4808,38:20:35:30.7566,1:08:46.7201,2,5,0
*.Models.Model.Assembly3,FailureA,38:21:02:56.9199,38:21:23:07.8640,20:10.4248,1,4,0
*.Models.Model.Assembly1,FailureA,38:21:14:28.3616,38:21:43:22.7745,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,38:21:51:48.1464,38:22:26:36.9233,24:34.1179,2,2,0
*.Models.Model.Assembly4,FailureA,38:22:09:01.6167,38:23:17:58.4199,15:22.1061,2,4,0
*.Models.Model.Assembly3,FailureA,39:00:04:08.1952,39:00:50:36.5604,59.7750,2,4,0
*.Models.Model.Assembly4,FailureA,38:23:54:27.4019,39:01:32:22.2271,27:31.6187,1,6,1
*.Models.Model.Assembly3,FailureA,39:00:51:36.3355,39:01:58:10.1007,38:09.1149,1,3,0
